0 -0.784906 0.00360191
1 -0.784722 0.00370543
2 -0.784207 0.00390866
3 -0.783729 0.00387693
4 -0.785109 0.00393915
5 -0.784716 0.00400242
6 -0.783871 0.00389869
7 -0.7846 0.00375429
8 -0.784749 0.00374892
9 -0.784912 0.00368726
10 -0.783567 0.00387873
11 -0.783547 0.00382657
12 -0.783437 0.00365401
13 -0.782988 0.00372566
14 -0.783614 0.00357478
15 -0.78295 0.00339237
16 -0.782036 0.00313473
17 -0.782009 0.003255
18 -0.782083 0.00344876
19 -0.782196 0.00332711
20 -0.782558 0.00328225
21 -0.782445 0.00346066
22 -0.782982 0.00324541
23 -0.783054 0.00337131
24 -0.783055 0.00333015
25 -0.782438 0.00297974
26 -0.783637 0.00279738
27 -0.782621 0.00267534
28 -0.78217 0.0026032
29 -0.781179 0.00273297
30 -0.780307 0.00281089
31 -0.780872 0.00286476
32 -0.780597 0.00307538
33 -0.781136 0.00284969
34 -0.78112 0.00275209
35 -0.781341 0.00267202
36 -0.779803 0.00286132
37 -0.780406 0.00292354
38 -0.780564 0.00288379
39 -0.77999 0.00308099
40 -0.780172 0.00331312
41 -0.780285 0.0028966
42 -0.780777 0.00301289
43 -0.781049 0.00304237
44 -0.781923 0.00322163
45 -0.781348 0.00310753
46 -0.780561 0.00300492
47 -0.782308 0.00284718
48 -0.781501 0.00295355
49 -0.780772 0.00305626
50 -0.780892 0.00291712
51 -0.780936 0.00290835
52 -0.780361 0.00296071
53 -0.779637 0.00298063
54 -0.779399 0.00320766
55 -0.780046 0.00341988
56 -0.780215 0.0034209
57 -0.779271 0.00344179
58 -0.778954 0.00334197
59 -0.778522 0.00337173
60 -0.779163 0.00346882
61 -0.780255 0.00327876
62 -0.77943 0.0033532
63 -0.778243 0.0032803
64 -0.778679 0.00339655
65 -0.779719 0.00331567
66 -0.78137 0.00319933
67 -0.781924 0.00307975
68 -0.78146 0.00312012
69 -0.781517 0.00293529
70 -0.781185 0.0027848
71 -0.781039 0.0025624
72 -0.781608 0.00266531
73 -0.781901 0.00258803
74 -0.780479 0.00252398
75 -0.78015 0.00271448
76 -0.780043 0.00280782
77 -0.778898 0.00264789
78 -0.778872 0.00265885
79 -0.778714 0.00272502
80 -0.779281 0.00275133
81 -0.780063 0.00279639
82 -0.780069 0.00299573
83 -0.779671 0.00310667
84 -0.780054 0.00324623
85 -0.780539 0.00332632
86 -0.779766 0.00326685
87 -0.77899 0.00317424
88 -0.779037 0.00301846
89 -0.778353 0.00302655
90 -0.77768 0.00306711
91 -0.777983 0.00316164
92 -0.777579 0.00282563
93 -0.777635 0.00291502
94 -0.778627 0.00293538
95 -0.778232 0.00295807
96 -0.779796 0.00283682
97 -0.77993 0.00262362
98 -0.779929 0.00261479
99 -0.780253 0.00250994
100 -0.78081 0.00267065
101 -0.781103 0.00253579
102 -0.780564 0.00238757
103 -0.780035 0.00241569
104 -0.778757 0.00246864
105 -0.777957 0.00250109
106 -0.777503 0.00268196
107 -0.778406 0.00264474
108 -0.777446 0.00265234
109 -0.778234 0.0025595
110 -0.779211 0.00263945
111 -0.778362 0.00268062
112 -0.779371 0.00260782
113 -0.779692 0.00253634
114 -0.77939 0.00273799
115 -0.779872 0.00288607
116 -0.779266 0.00284423
117 -0.779778 0.00289194
118 -0.780017 0.00272174
119 -0.780038 0.00276816
120 -0.780117 0.00279784
121 -0.780233 0.00270651
122 -0.777906 0.00287805
123 -0.777922 0.00287289
124 -0.778313 0.00292348
125 -0.77761 0.00306659
126 -0.777008 0.00326044
127 -0.776043 0.00302194
128 -0.777005 0.00295734
129 -0.777899 0.00278399
130 -0.778918 0.00257558
131 -0.778316 0.00248862
132 -0.778692 0.00234049
133 -0.778507 0.00256258
134 -0.778242 0.0023869
135 -0.778845 0.00243071
136 -0.779592 0.00271512
